自助重复,结果类型,项目,数值
479,原尺度边际效应（百分点）,妇间BMI,-0.21926182548269987
479,原尺度边际效应（百分点）,孕周平均,0.3554716562170343
479,链接尺度参数,BMI个体内偏差,-0.041550332881299404
479,链接尺度参数,妇间BMI中心化,-0.03483381663937159
479,链接尺度参数,孕周中心化,0.048660324747918815
479,链接尺度参数,孕周二次项,0.0051931566822360576
479,链接尺度参数,年龄中心化,-0.030151471590136095
479,链接尺度参数,截距,-2.7449559735146645
479,链接尺度参数,生产次数中心化,0.10305550292689028
480,原尺度边际效应（百分点）,个体内BMI,-0.23041406116134305
480,原尺度边际效应（百分点）,妇间BMI,-0.1808782700920982
480,原尺度边际效应（百分点）,孕周平均,0.3821655611619702
480,链接尺度参数,BMI个体内偏差,-0.035773304141665484
480,链接尺度参数,妇间BMI中心化,-0.02808254555303385
480,链接尺度参数,孕周中心化,0.052717850718438694
480,链接尺度参数,孕周二次项,0.0041373539897554615
480,链接尺度参数,年龄中心化,-0.0065375320102228195
480,链接尺度参数,截距,-2.6957074298937895
480,链接尺度参数,生产次数中心化,0.2022972498649548
481,原尺度边际效应（百分点）,个体内BMI,-0.15129644202836612
481,原尺度边际效应（百分点）,妇间BMI,-0.12306784117430841
481,原尺度边际效应（百分点）,孕周平均,0.37999353593359864
481,链接尺度参数,BMI个体内偏差,-0.023273253671337833
481,链接尺度参数,妇间BMI中心化,-0.018930974502999857
481,链接尺度参数,孕周中心化,0.05014762980824219
481,链接尺度参数,孕周二次项,0.005250763320364146
481,链接尺度参数,年龄中心化,-0.009699215218789995
481,链接尺度参数,截距,-2.7042086777878844
481,链接尺度参数,生产次数中心化,0.228233588506162
482,原尺度边际效应（百分点）,个体内BMI,-0.12416011483942965
482,原尺度边际效应（百分点）,妇间BMI,-0.18327056751004253
482,原尺度边际效应（百分点）,孕周平均,0.3893660467511592
482,链接尺度参数,BMI个体内偏差,-0.019275116700145065
482,链接尺度参数,妇间BMI中心化,-0.028451661638895683
482,链接尺度参数,孕周中心化,0.050671149937274666
482,链接尺度参数,孕周二次项,0.005995555382455592
482,链接尺度参数,年龄中心化,-0.008933358405578382
482,链接尺度参数,截距,-2.729545093238703
482,链接尺度参数,生产次数中心化,0.18254069694850458
483,原尺度边际效应（百分点）,个体内BMI,-0.0980729790517782
483,原尺度边际效应（百分点）,妇间BMI,-0.14378261069971854
483,原尺度边际效应（百分点）,孕周平均,0.34086222573822833
483,链接尺度参数,BMI个体内偏差,-0.015451106680923551
483,链接尺度参数,妇间BMI中心化,-0.022652523439816632
483,链接尺度参数,孕周中心化,0.0449207677672481
483,链接尺度参数,孕周二次项,0.00599256085596866
483,链接尺度参数,年龄中心化,-0.0010942726143373938
483,链接尺度参数,截距,-2.7413664291200046
483,链接尺度参数,生产次数中心化,0.174100228824486
484,原尺度边际效应（百分点）,个体内BMI,-0.1252715710418477
484,原尺度边际效应（百分点）,妇间BMI,-0.21175880930732333
484,原尺度边际效应（百分点）,孕周平均,0.31663009766538713
484,链接尺度参数,BMI个体内偏差,-0.019702081527040085
484,链接尺度参数,妇间BMI中心化,-0.0333043586054182
484,链接尺度参数,孕周中心化,0.043379547295172
484,链接尺度参数,孕周二次项,0.004630109586088988
484,链接尺度参数,年龄中心化,-0.029902304985020063
484,链接尺度参数,截距,-2.7206405984294944
484,链接尺度参数,生产次数中心化,0.1724499767782841
485,原尺度边际效应（百分点）,个体内BMI,0.04283576015167647
485,原尺度边际效应（百分点）,妇间BMI,-0.22159834065579037
485,原尺度边际效应（百分点）,孕周平均,0.3258424467957132
485,链接尺度参数,BMI个体内偏差,0.006941008825800654
485,链接尺度参数,妇间BMI中心化,-0.03590728944294043
485,链接尺度参数,孕周中心化,0.0455119798678156
485,链接尺度参数,孕周二次项,0.00473495583634945
485,链接尺度参数,年龄中心化,-0.014803858018008582
485,链接尺度参数,截距,-2.756590946621089
485,链接尺度参数,生产次数中心化,0.1560987120845257
486,原尺度边际效应（百分点）,个体内BMI,0.035680801817314034
486,原尺度边际效应（百分点）,妇间BMI,-0.17410977618362647
486,原尺度边际效应（百分点）,孕周平均,0.3069256348367007
486,链接尺度参数,BMI个体内偏差,0.005783921766674033
486,链接尺度参数,妇间BMI中心化,-0.028223506002338736
486,链接尺度参数,孕周中心化,0.04417961887739418
486,链接尺度参数,孕周二次项,0.0037950265156485616
486,链接尺度参数,年龄中心化,-0.007702299878448415
486,链接尺度参数,截距,-2.736937235886927
486,链接尺度参数,生产次数中心化,0.20003296536970194
487,原尺度边际效应（百分点）,个体内BMI,-0.14193700531839504
487,原尺度边际效应（百分点）,妇间BMI,-0.14330796348147554
487,原尺度边际效应（百分点）,孕周平均,0.34693190991301603
487,链接尺度参数,BMI个体内偏差,-0.022553231791167975
487,链接尺度参数,妇间BMI中心化,-0.022771071650185642
487,链接尺度参数,孕周中心化,0.045733766084049235
487,链接尺度参数,孕周二次项,0.006313532102703379
487,链接尺度参数,年龄中心化,-0.02194306946930024
487,链接尺度参数,截距,-2.7610392184281602
487,链接尺度参数,生产次数中心化,0.1881381856166736
488,原尺度边际效应（百分点）,个体内BMI,0.0020365669690782994
488,原尺度边际效应（百分点）,妇间BMI,-0.1515228937856104
488,原尺度边际效应（百分点）,孕周平均,0.3325936163050949
488,链接尺度参数,BMI个体内偏差,0.00032821047293169045
488,链接尺度参数,妇间BMI中心化,-0.024419231669980737
488,链接尺度参数,孕周中心化,0.044462027245154204
488,链接尺度参数,孕周二次项,0.006029690900296512
488,链接尺度参数,年龄中心化,-0.013823616288624533
488,链接尺度参数,截距,-2.7706914135840126
488,链接尺度参数,生产次数中心化,0.16116326075380882
489,原尺度边际效应（百分点）,个体内BMI,-0.0702998283667541
489,原尺度边际效应（百分点）,妇间BMI,-0.18068277421591447
489,原尺度边际效应（百分点）,孕周平均,0.33109568549567375
489,链接尺度参数,BMI个体内偏差,-0.011221238331334147
489,链接尺度参数,妇间BMI中心化,-0.028840532316324153
489,链接尺度参数,孕周中心化,0.04541340159191139
489,链接尺度参数,孕周二次项,0.005011890421185476
489,链接尺度参数,年龄中心化,-0.011302113263593754
489,链接尺度参数,截距,-2.740563359857684
489,链接尺度参数,生产次数中心化,0.14656376811303382
490,原尺度边际效应（百分点）,个体内BMI,0.021390767280973277
490,原尺度边际效应（百分点）,妇间BMI,-0.23271741383945263
490,原尺度边际效应（百分点）,孕周平均,0.337793324024063
490,链接尺度参数,BMI个体内偏差,0.003385652611074639
490,链接尺度参数,妇间BMI中心化,-0.03683366330243347
490,链接尺度参数,孕周中心化,0.04893262924558499
490,链接尺度参数,孕周二次项,0.0028505721145360113
490,链接尺度参数,年龄中心化,-0.013972178298558697
490,链接尺度参数,截距,-2.6961100039265484
490,链接尺度参数,生产次数中心化,0.11649906869287394
491,原尺度边际效应（百分点）,个体内BMI,0.009080898696917078
491,原尺度边际效应（百分点）,妇间BMI,-0.13571033786128503
491,原尺度边际效应（百分点）,孕周平均,0.31116025839662864
491,链接尺度参数,BMI个体内偏差,0.0014527164609663802
491,链接尺度参数,妇间BMI中心化,-0.021710256695334437
491,链接尺度参数,孕周中心化,0.04359102216392676
491,链接尺度参数,孕周二次项,0.004276493857693996
491,链接尺度参数,年龄中心化,-0.008386976116404085
491,链接尺度参数,截距,-2.7287399565243695
491,链接尺度参数,生产次数中心化,0.20075369048410105
492,原尺度边际效应（百分点）,个体内BMI,-0.032743118620641457
492,原尺度边际效应（百分点）,妇间BMI,-0.0932431047789317
492,原尺度边际效应（百分点）,孕周平均,0.37561621113892607
492,链接尺度参数,BMI个体内偏差,-0.005034477814865344
492,链接尺度参数,妇间BMI中心化,-0.014336763331479511
492,链接尺度参数,孕周中心化,0.05030682366647804
492,链接尺度参数,孕周二次项,0.004549285708283201
492,链接尺度参数,年龄中心化,-0.021469223017028215
492,链接尺度参数,截距,-2.6930366171755997
492,链接尺度参数,生产次数中心化,0.21258388309285808
493,原尺度边际效应（百分点）,个体内BMI,-0.21081510628189587
493,原尺度边际效应（百分点）,妇间BMI,-0.1509697012386992
493,原尺度边际效应（百分点）,孕周平均,0.3332248024199314
493,链接尺度参数,BMI个体内偏差,-0.03439322314406264
493,链接尺度参数,妇间BMI中心化,-0.024629803405795844
493,链接尺度参数,孕周中心化,0.04590179339393551
493,链接尺度参数,孕周二次项,0.005790045707769776
493,链接尺度参数,年龄中心化,-0.026490245301513768
493,链接尺度参数,截距,-2.782188861930672
493,链接尺度参数,生产次数中心化,0.11040706536656536
494,原尺度边际效应（百分点）,个体内BMI,-0.07993613838980955
494,原尺度边际效应（百分点）,妇间BMI,-0.07378263549097278
494,原尺度边际效应（百分点）,孕周平均,0.3271240792567385
494,链接尺度参数,BMI个体内偏差,-0.012995315416287533
494,链接尺度参数,妇间BMI中心化,-0.011994932952282768
494,链接尺度参数,孕周中心化,0.04648792212269778
494,链接尺度参数,孕周二次项,0.004490205657016837
494,链接尺度参数,年龄中心化,0.001714583981015523
494,链接尺度参数,截距,-2.753243865844111
494,链接尺度参数,生产次数中心化,0.2626728448069668
495,原尺度边际效应（百分点）,个体内BMI,-0.01930640179538512
495,原尺度边际效应（百分点）,妇间BMI,-0.15273716945730986
495,原尺度边际效应（百分点）,孕周平均,0.3644684706797912
495,链接尺度参数,BMI个体内偏差,-0.0029268579329540982
495,链接尺度参数,妇间BMI中心化,-0.023155013597092926
495,链接尺度参数,孕周中心化,0.04763802818302827
495,链接尺度参数,孕周二次项,0.004853563810156311
495,链接尺度参数,年龄中心化,-0.027451963663999428
495,链接尺度参数,截距,-2.682093973533306
495,链接尺度参数,生产次数中心化,0.15183898997640838
496,原尺度边际效应（百分点）,个体内BMI,-0.09586873070127609
496,原尺度边际效应（百分点）,妇间BMI,-0.22971380873925118
496,原尺度边际效应（百分点）,孕周平均,0.3065226089761253
496,链接尺度参数,BMI个体内偏差,-0.015480347124267777
496,链接尺度参数,妇间BMI中心化,-0.03709290268587995
496,链接尺度参数,孕周中心化,0.04364418706936508
496,链接尺度参数,孕周二次项,0.004158821289089879
496,链接尺度参数,年龄中心化,-0.02129948409035964
496,链接尺度参数,截距,-2.7408447282233444
496,链接尺度参数,生产次数中心化,0.09908077159994055
497,原尺度边际效应（百分点）,个体内BMI,-0.17156796945108094
497,原尺度边际效应（百分点）,妇间BMI,-0.16420803810488316
497,原尺度边际效应（百分点）,孕周平均,0.37276200169007406
497,链接尺度参数,BMI个体内偏差,-0.026212226396785814
497,链接尺度参数,妇间BMI中心化,-0.025087772996022425
497,链接尺度参数,孕周中心化,0.04833306918015147
497,链接尺度参数,孕周二次项,0.0056090398779290234
497,链接尺度参数,年龄中心化,-0.027001887461688998
497,链接尺度参数,截距,-2.7045076212084305
497,链接尺度参数,生产次数中心化,0.15189507505120897
498,原尺度边际效应（百分点）,个体内BMI,-0.3740246963761109
498,原尺度边际效应（百分点）,妇间BMI,-0.1560030448304908
498,原尺度边际效应（百分点）,孕周平均,0.3551282932328678
498,链接尺度参数,BMI个体内偏差,-0.05865854449712238
498,链接尺度参数,妇间BMI中心化,-0.024466062363095852
498,链接尺度参数,孕周中心化,0.048017715508121527
498,链接尺度参数,孕周二次项,0.00537452106648009
498,链接尺度参数,年龄中心化,-0.01835478690411448
498,链接尺度参数,截距,-2.726286449216457
498,链接尺度参数,生产次数中心化,0.1257868385063317
499,原尺度边际效应（百分点）,个体内BMI,0.04405850405324
499,原尺度边际效应（百分点）,妇间BMI,-0.18636590507360554
499,原尺度边际效应（百分点）,孕周平均,0.3606363001034285
499,链接尺度参数,BMI个体内偏差,0.006791853540456403
499,链接尺度参数,妇间BMI中心化,-0.028729298903680017
499,链接尺度参数,孕周中心化,0.04828828548605079
499,链接尺度参数,孕周二次项,0.0045270194082720604
499,链接尺度参数,年龄中心化,-0.013684993245542546
499,链接尺度参数,截距,-2.6938127032939523
499,链接尺度参数,生产次数中心化,0.10434466711112729
500,原尺度边际效应（百分点）,个体内BMI,-0.2262627038292614
500,原尺度边际效应（百分点）,妇间BMI,-0.18509321029151693
500,原尺度边际效应（百分点）,孕周平均,0.3072541585096159
500,链接尺度参数,BMI个体内偏差,-0.03471934946351691
